,name,locality,latitude,longitude,cuisines,average_cost_for_two,aggregate_rating,votes,rating_text
1836,Mitti - Organic. Fresh. Desi.,Old Palasia,22.72509334,75.89026932,"Cafe, North Indian",600,4.3,590,Very Good
1837,Mangosteen Cafe,New Palasia,22.72731805,75.88403452,Cafe,800,4,912,Very Good
1838,Mocha,YN Road,22.73218329,75.8749358,"Cafe, Continental, Italian, Street Food",800,4.2,989,Very Good
1839,O2 Cafe De La Ville,New Palasia,22.72744979,75.88585541,"Cafe, Fast Food",900,4.1,681,Very Good
1840,Just My Bakes,Vijay Nagar,22.76006083,75.89254785,"Cafe, North Indian, Bakery",700,4,771,Very Good
1841,Mr. Beans,Old Palasia,22.72318186,75.8979173,"Cafe, French, Italian",800,4.3,715,Very Good
1842,Cafe Chapter One,Vijay Nagar,22.75841728,75.90491217,"Cafe, Italian, Fast Food",750,4.5,307,Excellent
1843,Cafe Terazza,Vijay Nagar,22.74499975,75.89212708,"Cafe, Italian, Chinese",900,3.9,988,Good
1844,Just My Bakes,Sudama Nagar,22.69346719,75.82868747,"Cafe, North Indian, Bakery",700,3.8,275,Good
1845,Cafe Yolo,Vijay Nagar,22.76162707,75.88633049,"Cafe, Fast Food",650,4.1,692,Very Good
1846,Oiya,New Palasia,22.72591346,75.8822009,Cafe,600,4.4,241,Very Good
1847,Tea Shack,Vijay Nagar,22.76268998,75.88715527,"Fast Food, Italian",450,4.2,722,Very Good
1848,Lotus Cafe & Restaurant,Rajendra Nagar,22.676229,75.825748,"Cafe, North Indian",550,3.3,505,Average
1849,Freito,Vijay Nagar,22.74809669,75.89554355,"Mexican, Italian, Cafe",900,4,416,Very Good
1850,Masala Medley Cafe,Sapna Sangeeta,22.70054022,75.86873621,"Cafe, North Indian",600,3.7,415,Good
1851,Pleasure House,Bhawar Kuan,22.68901693,75.86714365,"Cafe, Fast Food",500,4.3,504,Very Good
1852,Cafe Kono,New Palasia,22.72799498,75.88503432,Cafe,500,4,229,Very Good
1853,Oakaz - Cafe and Restaurant,South Tukoganj,22.71833579,75.88356145,"Cafe, North Indian, Fast Food",600,3.7,316,Good
1854,The Chocolate Room,"BCM Heights, Vijay Nagar",22.75396449,75.90025384,"Cafe, Desserts",700,3.9,352,Good
1855,The Chocolate Room,"BCM Heights, Vijay Nagar",22.75396449,75.90025384,"Cafe, Desserts",700,3.9,352,Good
1856,McDonald's,"Mangal City Mall, Vijay Nagar",22.75271353,75.89616414,"Burger, Fast Food, Beverages, Cafe, Desserts",500,4.1,360,Very Good
1857,Cafe Bake Well,"Hotel Crown Palace, South Tukoganj",22.7195716,75.88362146,"Cafe, Chinese",400,3.9,373,Good
1858,Mugs & Beans,Rau,22.65848887,75.82485091,"North Indian, Italian, Fast Food",750,3.9,323,Good
1859,Cafe Palette,Old Palasia,22.72564133,75.89852348,"Cafe, Mexican, Italian",800,4,390,Very Good
1860,McDonald's,"Treasure Island Mall, South Tukoganj",22.72156539,75.87852091,"Burger, Fast Food, Beverages, Cafe, Desserts",500,4.1,355,Very Good
1861,McDonald's,Bhawar Kuan,22.69328129,75.86726502,"Burger, Fast Food, Beverages, Cafe, Desserts",500,4.1,308,Very Good
1862,Wanna Puff,Rau,22.61985718,75.80898263,"Fast Food, Beverages",500,3.7,306,Good
1863,Down Town Cafe,Sapna Sangeeta,22.70075024,75.86922336,"Cafe, Fast Food, North Indian",500,3.9,286,Good
1864,Aieroc  Resto Cafe,By Pass Road (North),22.70229273,75.91358911,Cafe,800,4,291,Very Good
1865,NH3 Kitchen,Rau,22.62657255,75.80536399,"Cafe, North Indian",650,4,237,Very Good
1866,Fork It Cafe,By Pass Road (South),22.69507441,75.92580993,"Cafe, Fast Food",600,4.3,138,Very Good
1867,Effe Cafe,Papaya Tree Hotel,22.6265676,75.80537908,Cafe,800,4,271,Very Good
1868,The Nest,Old Palasia,22.72712663,75.89436337,"Cafe, Fast Food",550,4,276,Very Good
1869,Checkmate Cafe,Bhawar Kuan,22.69311797,75.86510148,"Cafe, Fast Food",600,3.7,290,Good
1870,Sassy House - All Day Cafe,Vijay Nagar,22.76184874,75.88655077,"Cafe, Fast Food, North Indian",650,3.8,118,Good
1871,The Story Cafe,Vijay Nagar,22.76190996,75.88561703,"Cafe, Fast Food",550,3.4,215,Average
1872,The Chai Bar,New Palasia,22.72526188,75.88299651,"Cafe, Fast Food",300,3.9,281,Good
1873,Tea Diaries,YN Road,22.72878633,75.87614246,Cafe,500,4.2,102,Very Good
1874,Waffles & More,Old Palasia,22.7230127,75.89553315,"Cafe, Desserts",500,4.2,172,Very Good
1875,La Pink Cafe,New Palasia,22.72527641,75.88349808,"Cafe, North Indian, Fast Food, South Indian",500,3.3,243,Average
1876,O2 Cafe 24*7,"Hotel Best Western Plus O2, South Tukoganj",22.71763066,75.87449055,"Cafe, Fast Food",600,3.9,193,Good
1877,The Urban Gumti,Vijay Nagar,22.74068691,75.89739092,"Cafe, Fast Food",450,3.5,90,Good
1878,McDonald's,Vijay Nagar,22.74441659,75.89361805,"Burger, Fast Food, Beverages, Cafe, Desserts",500,4,159,Very Good
1879,Buddy's,South Tukoganj,22.72217771,75.88089935,"Cafe, Fast Food",500,2.9,153,Average
1880,Manas Klassika - The Cafe,South Tukoganj,22.72172404,75.87879181,"Cafe, Fast Food, Coffee, Beverages",600,3.8,129,Good
1881,Cafe Chokolade,Vijay Nagar,22.75806173,75.88857282,"Cafe, Fast Food, Beverages, Ice Cream",250,3.7,179,Good
1882,Biggies Burger 'n' More,Vijay Nagar,22.753245,75.896547,"Cafe, Fast Food, Burger",350,4.1,48,Very Good
1883,Westeros,Vijay Nagar,22.75317638,75.91482326,Cafe,500,3.8,138,Good
1884,Cafe XOXO,Vijay Nagar,22.76270451,75.88730078,"Cafe, Chinese",400,3.5,129,Good
1885,Mclaren's Cafe,Khajrana,22.73470227,75.90231378,"Cafe, Mexican, Fast Food",700,2.6,158,Average
1886,Beyond Temptation,Sudama Nagar,22.68443847,75.82895167,"Cafe, Beverages",450,3.6,164,Good
1887,Koffee King,Sapna Sangeeta,22.6986315,75.86547565,"Cafe, Ice Cream",300,3.8,116,Good
1888,Trap House Cafe,Bhawar Kuan,22.68940731,75.86437292,"Fast Food, North Indian",450,3.5,95,Good
1889,Coco Nibs The Gourmet Cafe,By Pass Road (North),22.70429883,75.9128857,Cafe,500,4.1,109,Very Good
1890,Chai Kaapi,New Palasia,22.72521858,75.88445429,"Cafe, Chinese, Biryani, North Indian",400,3.8,140,Good
1891,Voyage Cafeteria,Bhawar Kuan,22.66249491,75.88371668,"Cafe, Fast Food, North Indian",500,3.6,146,Good
1892,The Obroma Cafe,Navlakha,22.7004066,75.87603081,"Cafe, Chinese, Fast Food",400,3.7,96,Good
1893,Ovenly by Khurana's,Vijay Nagar,22.75478846,75.89626774,"Cafe, Fast Food",300,4.1,85,Very Good
1894,Koffee King,"56 Dukan, New Palasia",22.72377346,75.88469971,"Cafe, Ice Cream",300,3.8,111,Good
1895,Cafe Coffee Day,New Palasia,22.726175,75.881126,"Beverages, Cafe, Sandwich, Fast Food",700,3.5,104,Good
1896,Cafe@BLU,Geeta Bhavan,22.71786849,75.88416025,"Cafe, Italian, Mexican",700,3.9,106,Good
1897,Jail The Cafe,Airport Road,22.72913052,75.82032871,"Cafe, Fast Food",300,3.2,135,Average
1898,Cafe Unplugged,Rajendra Nagar,22.66696149,75.82359865,"Cafe, Chinese",350,3.8,71,Good
1899,Citrus Cafe,"Lemon Tree Hotel, RNT Marg",22.71806858,75.87280814,"North Indian, Italian, Chinese, Cafe",1200,3.6,96,Good
1900,Baked Inn,HIG-LIG,22.73755795,75.88459879,"Bakery, Cafe",400,3.5,113,Good
1901,Nirvana - The Cafe,Vijay Nagar,22.76202651,75.88126447,Cafe,500,4,49,Very Good
1902,The Ranjeet Cafe,Sudama Nagar,22.69089115,75.82889736,Cafe,500,3.6,85,Good
1903,The Barrel Street Cafe,Rajendra Nagar,22.65925556,75.82407374,"Cafe, Fast Food",300,3.6,87,Good
1904,Atrangi cafe,Vijay Nagar,22.74555198,75.89316241,Cafe,500,3.6,88,Good
1905,Livup Cafebar & Lounge,Vijay Nagar,22.74546788,75.89418266,"North Indian, South Indian, Chinese, Cafe, Beverages",1200,3.7,73,Good
1906,The Cafe Square,Bhawar Kuan,22.68694193,75.86175743,"Cafe, North Indian",450,2.6,96,Average
1907,Haveli The Bungalow Cafe,Vijay Nagar,22.75686955,75.88578399,"Cafe, Chinese, Italian, Fast Food",600,3,77,Average
1908,American Bawarchi,Vijay Nagar,22.74182234,75.89819022,"Cafe, Healthy Food, North Indian, Fast Food, Beverages, Wraps, Coffee, Pizza",400,3.7,93,Good
1909,Mogambo Di Gravity,Khajrana,22.71985991,75.91181518,"Cafe, Fast Food, Italian, South Indian, Beverages",400,3.7,50,Good
1910,The Vintage Book Cafe,Rajendra Nagar,22.65925865,75.82413342,Cafe,350,3.5,86,Good
1911,LaCasa Resto Cafe,Rajendra Nagar,22.6748,75.824543,"Cafe, Italian, North Indian, Chinese",700,3.8,47,Good
1912,Frespresso,Vijay Nagar,22.75360708,75.90294443,Cafe,600,3.3,81,Average
1913,Cafe Coffee Day,Navlakha,22.697845,75.877558,"Beverages, Cafe, Sandwich, Fast Food",700,3.7,75,Good
1914,Beyond Temptation,Annapurna Road,22.69800545,75.83824519,"Cafe, Sandwich, Fast Food",400,2.7,70,Average
1915,Cafe Coffee Day,"BCM Heights, Vijay Nagar",22.753964,75.900504,"Beverages, Cafe, Sandwich, Fast Food",700,3.8,61,Good
1916,Grab & Run Cafe,Khajrana,22.73038417,75.89888558,"Cafe, Fast Food",150,3.6,78,Good
1917,Chai Sutta Bar,Bhawar Kuan,22.69143464,75.8657831,Cafe,400,3.7,70,Good
1918,Any Time Cafe,Vijay Nagar,22.7523926,75.89187965,"Cafe, Fast Food, Beverages",400,3.2,74,Average
1919,Cafe Emotions,Bhawar Kuan,22.68686367,75.86330909,"Cafe, Fast Food",250,2.8,73,Average
1920,McDonald's,Vijay Nagar,22.74476228,75.89412063,"Burger, Fast Food, Beverages, Cafe, Desserts",500,3.9,89,Good
1921,Chai Sutta Bar,Vijay Nagar,22.75639867,75.88927791,Cafe,400,4,62,Very Good
1922,COD - Come On Dear,South Tukoganj,22.71863917,75.88391148,Cafe,500,3.9,31,Good
1923,Cafe Coffee Day,Ranjeet Hanuman,22.699761,75.835783,"Beverages, Cafe, Sandwich, Fast Food",700,3.7,71,Good
1924,Tea Post,Vijay Nagar,22.75627685,75.89311715,"Cafe, Fast Food",400,2.7,64,Average
1925,Jail Chai Bar,Bhawar Kuan,22.69281452,75.86670611,Cafe,200,3.5,74,Good
1926,Woodstock Cafe - The Red Maple,"The Red Maple Mashal, Rau",22.61987173,75.80901716,"North Indian, Chinese, Cafe",1000,2.3,70,Poor
1927,Bhadaas Cafe,Vijay Nagar,22.74253816,75.89462187,"Cafe, Street Food, Chinese",450,3.7,42,Good
1928,Cafe Blue Turtle,By Pass Road (North),22.75175475,75.93848906,"Cafe, Italian, Continental, Beverages",700,3.7,42,Good
1929,"96,97 Horror Street Cafe",Khajrana,22.7214757,75.90568766,"Cafe, Fast Food",200,3.5,57,Good
1930,McCafe,"Treasure Island Mall, South Tukoganj",22.72149024,75.87853432,"Cafe, Desserts",300,3.7,61,Good
1931,Koffee King,Vijay Nagar,22.74373665,75.89349736,Cafe,300,3.5,42,Good
1932,La Pink Cafe,Bhawar Kuan,22.69329861,75.86727776,"Cafe, North Indian, Fast Food, South Indian",500,3.2,68,Average
1933,McDonald's,RNT Marg,22.71827301,75.87129001,"Burger, Fast Food, Beverages, Cafe, Desserts",500,3.4,84,Average
1934,Tea Post,New Palasia,22.72441392,75.88340823,"Cafe, Fast Food",400,3.5,53,Good
1935,Hotel Guru Kripa,Sarwate Bus Stand,22.71408551,75.86884584,North Indian,350,4.3,3441,Very Good
1936,Apna Sweets,Vijay Nagar,22.74956011,75.89528974,"Mithai, North Indian, South Indian, Beverages",400,4.3,2619,Very Good
1937,Mitti - Organic. Fresh. Desi.,Old Palasia,22.72509334,75.89026932,"Cafe, North Indian",600,4.3,590,Very Good
1938,Cravings - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75243589,75.88778827,"North Indian, Chinese, Italian",1800,4.7,658,Excellent
1939,The Cube - Hotel Effotel,"Hotel Effotel, Vijay Nagar",22.75003751,75.90347484,"North Indian, Chinese, Italian",1200,4.8,518,Excellent
1940,Apna Sweets,Sapna Sangeeta,22.69974624,75.86668465,"Mithai, North Indian, South Indian, Beverages",400,4,1849,Very Good
1941,Madhuram Sweets,"56 Dukan, New Palasia",22.72408302,75.88479862,"Chinese, Mithai",300,4,659,Very Good
1942,Shreemaya Celebration,"Hotel Shreemaya, RNT Marg",22.71538229,75.87409124,"Bakery, North Indian, South Indian, Fast Food",600,4.6,782,Excellent
1943,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",22.75294944,75.88340923,"North Indian, Italian, Asian, Fast Food",1800,4.4,634,Very Good
1944,Mocha,YN Road,22.73218329,75.8749358,"Cafe, Continental, Italian, Street Food",800,4.2,989,Very Good
1945,Apna Sweets,Annapurna Road,22.68848891,75.8368082,"Mithai, North Indian, South Indian, Beverages",400,3.8,1444,Good
1946,"Raja Ram - Dhaba, Sweets & Namkeen",Vijay Nagar,22.77285,75.902185,"North Indian, Mithai, Street Food",200,4.1,457,Very Good
1947,Tinku Everfresh,Vijay Nagar,22.75671249,75.88739164,"Sandwich, Fast Food, Beverages",450,4.2,1054,Very Good
1948,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar",22.75004029,75.90347383,"Continental, Italian, North Indian",1950,4.6,1028,Excellent
1949,Guru Kripa,Rau,22.62061635,75.80065135,North Indian,300,3.9,620,Good
1950,Cafe Chapter One,Vijay Nagar,22.75841728,75.90491217,"Cafe, Italian, Fast Food",750,4.5,307,Excellent
1951,Shreemaya Celebration,Rajendra Nagar,22.66956459,75.83192121,"Bakery, North Indian, South Indian, Fast Food",500,4.3,465,Very Good
1952,Oye24,Manik Bagh Road,22.708502,75.855355,"North Indian, Chinese",250,3.7,568,Good
1953,Johny Hot Dog,"56 Dukan, New Palasia",22.72551299,75.88435136,"Fast Food, Street Food",150,4.5,1650,Excellent
1954,Chill Baby,Old Palasia,22.72579069,75.89463327,"Fast Food, Chinese, Pizza",400,3.9,486,Good
1955,Cafe Yolo,Vijay Nagar,22.76162707,75.88633049,"Cafe, Fast Food",650,4.1,692,Very Good
1956,Vijay Chaat House,"56 Dukan, New Palasia",22.72373604,75.88471279,Street Food,100,4.8,598,Excellent
1957,Ravi Alpahar,Old Palasia,22.72695407,75.89435935,Street Food,100,4.3,642,Very Good
1958,Hotel Shreemaya,"Hotel Shreemaya, RNT Marg",22.7153826,75.87407682,"North Indian, Mughlai, Chinese",1100,4.4,615,Very Good
1959,Tea Shack,Vijay Nagar,22.76268998,75.88715527,"Fast Food, Italian",450,4.2,722,Very Good
1960,Delicious Hut,HIG-LIG,22.73201136,75.89133013,North Indian,300,4.1,620,Very Good
1961,Faasos,Old Palasia,22.72567534,75.89474224,"Fast Food, North Indian, Biryani, Rolls, Wraps",600,4.2,565,Very Good
1962,Spicy Family Restaurant,Vijay Nagar,22.7534933,75.90221118,"North Indian, Chinese, Mughlai",500,3.7,642,Good
1963,Chakhna Cafe,Old Palasia,22.7227053,75.88723373,"Chinese, Fast Food, North Indian, Beverages",350,3.9,638,Good
1964,Apna Sweets,Bombay Bazaar,22.71541291,75.84599275,"Mithai, North Indian, South Indian, Beverages",400,3.2,1028,Average
1965,Lotus Cafe & Restaurant,Rajendra Nagar,22.676229,75.825748,"Cafe, North Indian",550,3.3,505,Average
1966,Shreemaya Celebrity,Vijay Nagar,22.75355823,75.90091065,"North Indian, South Indian, Italian, Chinese, Street Food",500,4.3,379,Very Good
1967,Shreemaya Celebrity,"Hotel Shreemaya Residency, Press Complex",22.73864887,75.89179013,"North Indian, South Indian, Italian, Chinese, Street Food",500,4.5,441,Excellent
1968,Chai Kaapi,Old Palasia,22.72306775,75.89547951,"Fast Food, Beverages, Tea",350,4.1,389,Very Good
1969,Lucky Bakers,Sudama Nagar,22.69088899,75.8289111,"Bakery, Fast Food",250,3.9,447,Good
1970,The Creative Kitchen - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar",22.75003472,75.90348355,"North Indian, Continental, Mexican, Italian",2000,4.1,420,Very Good
1971,The Eyry,New Palasia,22.7268313,75.88017382,"Cafe, Mexican, Italian, North Indian",1000,4.1,291,Very Good
1972,McDonald's,"Mangal City Mall, Vijay Nagar",22.75271353,75.89616414,"Burger, Fast Food, Beverages, Cafe, Desserts",500,4.1,360,Very Good
1973,12 AM - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.7500341,75.90347618,North Indian,750,4.1,414,Very Good
1974,Young Tarang,"56 Dukan, New Palasia",22.72443495,75.88451765,"Street Food, South Indian",300,3.8,441,Good
1975,Young Tarang,"56 Dukan, New Palasia",22.72443495,75.88451765,"Street Food, South Indian",300,3.8,441,Good
1976,McDonald's,"Treasure Island Mall, South Tukoganj",22.72156539,75.87852091,"Burger, Fast Food, Beverages, Cafe, Desserts",500,4.1,355,Very Good
1977,McDonald's,Bhawar Kuan,22.69328129,75.86726502,"Burger, Fast Food, Beverages, Cafe, Desserts",500,4.1,308,Very Good
1978,Wanna Puff,Rau,22.61985718,75.80898263,"Fast Food, Beverages",500,3.7,306,Good
1979,Urban Desi Bistro,"56 Dukan, New Palasia",22.72548237,75.88440903,"North Indian, Mughlai",700,4.3,268,Very Good
1980,Perfect Bakery,Vijay Nagar,22.75491492,75.88806923,"Bakery, Fast Food",200,3.9,291,Good
1981,Sharma Namkeen Mithaiyan,Vijay Nagar,22.75197983,75.89637235,"North Indian, Chinese, South Indian, Street Food, Beverages",200,4,418,Very Good
1982,Effe Cafe,Papaya Tree Hotel,22.6265676,75.80537908,Cafe,800,4,271,Very Good
1983,Make My Sandwich,Vijay Nagar,22.75672362,75.88715561,"Sandwich, Fast Food",300,3.9,203,Good
1984,Faasos,"Mangal City Mall, Vijay Nagar",22.75265015,75.89662682,"Fast Food, North Indian, Biryani, Rolls, Wraps",600,4.2,326,Very Good
1985,Riddhi Siddhi,Vijay Nagar,22.75668095,75.88801324,"North Indian, South Indian, Chinese, Fast Food",600,3.3,350,Average
1986,Laxmi Narayan Doodhwala,Old Palasia,22.72571152,75.89466579,"Mithai, Fast Food",200,4.2,225,Very Good
1987,The Nest,Old Palasia,22.72712663,75.89436337,"Cafe, Fast Food",550,4,276,Very Good
1988,Indian Coffee House,"BCM Heights, Vijay Nagar",22.75385566,75.90022769,"South Indian, North Indian, Chinese, Fast Food",450,3.9,355,Good
1989,Kava - Fairfield by Marriott,Fairfield By Marriott,22.74811432,75.90389159,"North Indian, Asian, Italian",1500,3.8,187,Good
1990,Mr. Eggzotic,Old Palasia,22.72867377,75.89556165,"Fast Food, North Indian, Street Food",350,3.3,355,Average
1991,Hotel Apna Avenue Foody,New Palasia,22.72703757,75.88114947,"North Indian, Chinese, Fast Food",600,4,209,Very Good
1992,Chai Kaapi,Vijay Nagar,22.75373879,75.90224974,"Fast Food, Beverages, Tea",350,4.1,216,Very Good
1993,Romba South,Vijay Nagar,22.74485195,75.89208048,"Andhra, South Indian",600,4,218,Very Good
1994,Drunken Monkey,Vijay Nagar,22.7446117,75.89530449,"Beverages, Healthy Food, Fast Food",300,4.3,220,Very Good
1995,Upvaas,Sapna Sangeeta,22.70103078,75.86751111,"Fast Food, Beverages",250,3.8,234,Good
1996,Hotel Shreemaya Residency,"Hotel Shreemaya Residency, Press Complex",22.73866372,75.89178879,"North Indian, Chinese, Continental",1200,4.2,230,Very Good
1997,Drool- The Highway Shack,By Pass Road (North),22.71453581,75.93061611,"North Indian, Pizza, Chinese, Fast Food, Beverages",600,4,147,Very Good
1998,Cafe Buddies,Annapurna Road,22.69848303,75.84522497,"Fast Food, South Indian, Chinese",300,3.4,243,Average
1999,Dyno Kitchen,Sapna Sangeeta,22.70255006,75.87121423,"North Indian, Fast Food",350,3.8,141,Good
2000,Gujrat Sweets,Sapna Sangeeta,22.69840292,75.86517356,"Mithai, Street Food",250,3.8,309,Good
2001,Bakers Lounge,Sapna Sangeeta,22.69864232,75.86519435,"Bakery, Fast Food",250,3.8,168,Good
2002,Sankalp,"BCM Heights, Vijay Nagar",22.75395769,75.90039432,South Indian,800,3.6,219,Good
2003,O2 Cafe 24*7,"Hotel Best Western Plus O2, South Tukoganj",22.71763066,75.87449055,"Cafe, Fast Food",600,3.9,193,Good
2004,JMB,By Pass Road (North),22.70410583,75.91339365,"North Indian, Chinese, Street Food, Mithai",500,3.7,236,Good
2005,Agrawal Sweets,Sapna Sangeeta,22.69843539,75.86520005,Mithai,250,3.8,278,Good
2006,Golden Oven,"Hotel Best Western Plus O2, South Tukoganj",22.71765726,75.87460253,"North Indian, Chinese, Continental",1400,3.7,123,Good
2007,McDonald's,Vijay Nagar,22.74441659,75.89361805,"Burger, Fast Food, Beverages, Cafe, Desserts",500,4,159,Very Good
2008,Bake Well Bakery Shop,"Hotel Crown Palace, South Tukoganj",22.71956943,75.88361409,"Bakery, Fast Food",300,3.6,130,Good
2009,Nema's Food Island,Airport Road,22.72478564,75.82449853,"North Indian, Fast Food",450,2.9,235,Average
2010,Leaves & Loafs Cafe & Bakery,Vijay Nagar,22.74773926,75.89676496,"North Indian, Chinese, Italian, Healthy Food, Desserts, Bakery",500,4,195,Very Good
2011,Dash Parathas,Vijay Nagar,22.74351185,75.89281607,"Fast Food, North Indian",200,3.8,251,Good
2012,Jonathan's Kitchen,By Pass Road (North),22.714512,75.93052659,"North Indian, Italian",1900,4.1,65,Very Good
2013,Mathurawala Sweets,"Mathurawala, Airport Road",22.72485336,75.82415689,Mithai,300,2.5,265,Average
2014,Nafees Bakers,New Palasia,22.72524301,75.88355642,"Bakery, Fast Food",400,3.9,200,Good
2015,Chilli Grill,Vijay Nagar,22.75391719,75.88586379,"North Indian, Chinese",700,4,212,Very Good
2016,Sagar Juice Center,Sapna Sangeeta,22.69868779,75.86574756,Beverages,200,3.9,226,Good
2017,Icy Spicy,Old Palasia,22.71876164,75.89992896,"South Indian, Fast Food",350,3,165,Average
2018,Mama Ji Ka Dhaba,Rau,22.63339621,75.80957841,North Indian,300,3.7,202,Good
2019,Cake Me Away,Old Palasia,22.72055164,75.90041175,"Bakery, Fast Food",350,3.5,99,Good
2020,Royal Sandwich,HIG-LIG,22.730334,75.89138,"Sandwich, Fast Food",300,4,149,Very Good
2021,Anand Shree Fruit Bonanza,Vijay Nagar,22.75371344,75.90275902,"South Indian, Chinese, Continental, Street Food",400,4,133,Very Good
